Country,Year,Phase,Fatalities,Cause
United Kingdom,1939,Landing,0,Human factor
United Kingdom,1939,Landing,1,Human factor
Australia,1939,Landing,4,Other
Mozambique,1939,Landing,2,Other
Morocco,1939,Flight,9,Weather
Australia,1939,Landing,3,Human factor
United States of America,1939,Landing,0,Other
United Kingdom,1939,Flight,3,Human factor
United Kingdom,1939,Flight,0,Technical failure
Egypt,1939,Takeoff,0,Other
Australia,1939,Flight,1,Human factor
United Kingdom,1939,Landing,0,Other
United Kingdom,1939,Flight,0,Technical failure
Japan,1939,Flight,0,Other
United Kingdom,1939,Landing,0,Other
United Kingdom,1939,Landing,0,Other
United Kingdom,1939,Landing,0,Technical failure
United States of America,1939,Landing,0,Other
United Kingdom,1939,Landing,0,Technical failure
United Kingdom,1939,Flight,0,Other
Singapore,1939,Takeoff,4,Technical failure
United Kingdom,1939,Landing,0,Technical failure
Netherlands,1939,Flight,3,Other
Australia,1939,Takeoff,0,Human factor
Australia,1939,Takeoff,1,Human factor
India,1939,Landing,0,Weather
United States of America,1939,Landing,1,Human factor
United Kingdom,1939,Flight,3,Human factor
New Zealand,1939,Landing,0,Human factor
Mozambique,1939,Flight,0,Other
United Kingdom,1939,Flight,0,Other
China,1939,Landing,0,Other
World,1939,Flight,3,Other
Germany,1939,Flight,6,Technical failure
Canada,1939,Flight,0,Other
United Kingdom,1939,Flight,0,Other
United Kingdom,1939,Takeoff,3,Human factor
United Kingdom,1939,Flight,1,Human factor
United Kingdom,1939,Flight,0,Technical failure
France,1939,Landing,0,Human factor
United Kingdom,1939,Flight,1,Human factor
United Kingdom,1939,Flight,2,Human factor
Myanmar,1939,Landing,0,Other
Spain,1939,Flight,7,Other
Papua New Guinea,1939,Takeoff,5,Other
World,1939,Flight,3,Other
France,1939,Flight,0,Technical failure
United Kingdom,1939,Landing,0,Human factor
Nigeria,1939,Flight,0,Other
Brazil,1939,Landing,14,Technical failure
Denmark,1939,Flight,5,Technical failure
United States of America,1939,Takeoff,2,Technical failure
Germany,1939,Flight,4,Other
United States of America,1939,Takeoff,0,Other
United Kingdom,1939,Takeoff,1,Other
United Kingdom,1939,Takeoff,3,Human factor
Germany,1939,Flight,2,Technical failure
United Kingdom,1939,Landing,0,Human factor
Pakistan,1939,Flight,2,Other
United Kingdom,1939,Takeoff,0,Technical failure
United Kingdom,1939,Landing,0,Other
United Kingdom,1939,Takeoff,1,Technical failure
United Kingdom,1939,Flight,0,Other
Germany,1939,Takeoff,7,Other
Canada,1939,Flight,0,Other
Sweden,1939,Flight,3,Other
France,1939,Flight,0,Technical failure
Germany,1939,Flight,6,Terrorism
Germany,1939,Flight,5,Terrorism
United Kingdom,1939,Landing,4,Technical failure
United Kingdom,1939,Flight,0,Terrorism
Germany,1939,Flight,3,Terrorism
United Kingdom,1939,Landing,0,Human factor
Japan,1939,Flight,0,Other
United Kingdom,1939,Flight,5,Human factor
United Kingdom,1939,Takeoff,0,Technical failure
United Kingdom,1939,,0,Other
France,1939,Taxiing,0,Weather
Germany,1939,,0,Other
Germany,1939,Flight,0,Other
France,1939,Flight,1,Technical failure
France,1939,Flight,0,Technical failure
United Kingdom,1939,Flight,0,Other
France,1939,Takeoff,0,Other
United Kingdom,1939,Landing,1,Human factor
Netherlands,1939,Landing,0,Other
United Kingdom,1939,Flight,9,Technical failure
United Kingdom,1939,Flight,1,Other
United Kingdom,1939,Takeoff,2,Human factor
United Kingdom,1939,Flight,0,Technical failure
United Kingdom,1939,Takeoff,0,Human factor
United Kingdom,1939,Landing,1,Human factor
World,1939,Flight,5,Other
United Kingdom,1939,Flight,2,Other
Taiwan,1939,Landing,0,Other
Denmark,1939,Flight,0,Technical failure
Colombia,1939,Flight,5,Other
Germany,1939,Flight,0,Human factor
United Kingdom,1939,Flight,0,Human factor
United Kingdom,1939,Landing,1,Human factor
Djibouti,1939,Landing,0,Technical failure
United Kingdom,1939,Landing,0,Human factor
World,1939,Flight,0,Other
United Kingdom,1939,Flight,1,Technical failure
United Kingdom,1939,Landing,0,Other
Germany,1939,Flight,1,Terrorism
United Kingdom,1939,Takeoff,7,Human factor
United Kingdom,1939,Flight,0,Technical failure
World,1939,Flight,5,Other
Papua New Guinea,1939,Landing,0,Other
France,1939,Flight,0,Weather
France,1939,Flight,0,Other
France,1939,Flight,0,Weather
United Kingdom,1939,Flight,5,Human factor
United Kingdom,1939,Flight,4,Human factor
Canada,1939,Landing,0,Technical failure
United Kingdom,1939,Flight,1,Human factor
United Kingdom,1939,Flight,2,Human factor
New Zealand,1939,Landing,0,Weather
Norway,1939,Flight,0,Other
United Kingdom,1939,Flight,7,Human factor
United Kingdom,1939,Landing,0,Other
Papua New Guinea,1939,Flight,0,Human factor
United Kingdom,1939,Landing,0,Human factor
United Kingdom,1939,Landing,0,Human factor
United Kingdom,1939,Landing,2,Human factor
United Kingdom,1939,Flight,0,Other
United Kingdom,1939,Flight,0,Weather
United Kingdom,1939,Landing,3,Human factor
United Kingdom,1939,Takeoff,0,Human factor
Spain,1939,Flight,7,Other
Australia,1939,Landing,0,Other
France,1939,Flight,5,Other
Canada,1939,Takeoff,0,Human factor
United Kingdom,1939,Takeoff,0,Technical failure
Austria,1939,Flight,3,Other
Austria,1939,Flight,4,Other
United Kingdom,1939,Takeoff,2,Human factor
United Kingdom,1939,Flight,2,Human factor
Belgium,1939,Flight,3,Terrorism
United Kingdom,1939,Flight,5,Other
United Kingdom,1939,Landing,0,Other
Australia,1939,Takeoff,2,Technical failure
United Kingdom,1939,Landing,0,Other
United Kingdom,1939,Parking,0,Other
World,1939,Flight,5,Other
United Kingdom,1939,Flight,0,Technical failure
United Kingdom,1939,Takeoff,0,Other
World,1939,Flight,4,Other
France,1939,Flight,4,Other
Panama,1939,Landing,0,Other
United Kingdom,1939,Landing,2,Other
Germany,1939,Flight,6,Terrorism
Germany,1939,Flight,6,Terrorism
Germany,1939,Flight,6,Terrorism
Germany,1939,Flight,6,Terrorism
Germany,1939,Flight,6,Terrorism
United Kingdom,1939,Landing,3,Terrorism
France,1939,Flight,2,Technical failure
France,1939,Flight,3,Other
France,1939,Flight,0,Weather
France,1939,Flight,0,Weather
Canada,1939,Takeoff,0,Other
World,1939,Flight,1,Terrorism
World,1939,Flight,6,Terrorism
World,1939,Flight,5,Terrorism
United Kingdom,1939,Flight,3,Other
Spain,1939,Flight,9,Terrorism
Australia,1939,Landing,0,Technical failure
Australia,1939,Takeoff,5,Technical failure
Germany,1939,Flight,6,Terrorism
Germany,1939,Flight,6,Terrorism
Germany,1939,Flight,5,Terrorism
Germany,1939,Flight,6,Terrorism
Germany,1939,Flight,4,Terrorism
Germany,1939,Flight,4,Terrorism
Germany,1939,Flight,6,Terrorism
Germany,1939,Flight,5,Terrorism
Germany,1939,Flight,2,Terrorism
Australia,1939,Flight,0,Other
United Kingdom,1939,Takeoff,0,Other
Libya,1939,Flight,5,Technical failure
Morocco,1939,Flight,7,Weather
United Kingdom,1939,Flight,4,Technical failure
United Kingdom,1940,Flight,4,Terrorism
World,1940,Flight,6,Terrorism
World,1940,Flight,6,Terrorism
United Kingdom,1940,Takeoff,0,Weather
United Kingdom,1940,Flight,3,Human factor
United Kingdom,1940,Landing,0,Human factor
United Kingdom,1940,Flight,0,Other
United Kingdom,1940,Landing,0,Human factor
United Kingdom,1940,Landing,0,Human factor
United Kingdom,1940,Landing,0,Other
United Kingdom,1940,Flight,0,Technical failure
United Kingdom,1940,Flight,0,Other
United Kingdom,1940,Flight,0,Other
United Kingdom,1940,Flight,0,Other
United Kingdom,1940,Flight,0,Other
United Kingdom,1940,Flight,5,Weather
Papua New Guinea,1940,Landing,3,Human factor
Indonesia,1940,Takeoff,8,Other
United Kingdom,1940,Takeoff,0,Human factor
United Kingdom,1940,Flight,0,Other
Argentina,1940,Flight,4,Other
Canada,1940,Takeoff,1,Technical failure
Canada,1940,Landing,0,Other
United Kingdom,1940,Flight,4,Terrorism
United Kingdom,1940,Flight,0,Technical failure
United Kingdom,1940,Flight,4,Terrorism
United Kingdom,1940,Taxiing,0,Technical failure
United Kingdom,1940,Flight,0,Terrorism
United Kingdom,1940,Flight,0,Terrorism
United Kingdom,1940,Flight,2,Terrorism
United Kingdom,1940,Flight,2,Terrorism
Japan,1940,Flight,0,Other
United Kingdom,1940,Flight,3,Other
United Kingdom,1940,Flight,0,Other
United Kingdom,1940,Landing,2,Human factor
Italy,1940,Flight,10,Weather
United Kingdom,1940,Flight,3,Human factor
France,1940,Landing,0,Weather
United Kingdom,1940,,0,Other
United Kingdom,1940,Flight,0,Other
United Kingdom,1940,Flight,4,Terrorism
United Kingdom,1940,Landing,0,Other
Australia,1940,,0,Other
United Kingdom,1940,Flight,0,Weather
United Kingdom,1940,Flight,4,Other
Nicaragua,1940,Flight,0,Other
Guinea,1940,Landing,0,Other
United Kingdom,1940,Flight,0,Technical failure
World,1940,Flight,6,Other
United Kingdom,1940,Flight,0,Other
United Kingdom,1940,Takeoff,0,Other
United Kingdom,1940,Flight,4,Terrorism
United Kingdom,1940,Flight,0,Terrorism
United Kingdom,1940,Takeoff,0,Other
United Kingdom,1940,Flight,0,Technical failure
Belgium,1940,Flight,0,Other
Costa Rica,1940,,0,Other
France,1940,Flight,0,Weather
United Kingdom,1940,Flight,0,Terrorism
United Kingdom,1940,Flight,5,Terrorism
United Kingdom,1940,Flight,5,Terrorism
Colombia,1940,Flight,11,Human factor
World,1940,Flight,8,Other
United Kingdom,1940,Takeoff,6,Technical failure
United Kingdom,1940,Flight,1,Weather
United Kingdom,1940,Landing,0,Other
United Kingdom,1940,Takeoff,0,Technical failure
United Kingdom,1940,Flight,6,Weather
United Kingdom,1940,Landing,0,Human factor
United Kingdom,1940,Flight,3,Terrorism
France,1940,Flight,3,Human factor
United Kingdom,1940,Flight,2,Other
Mexico,1940,Flight,0,Weather
United Kingdom,1940,Landing,0,Human factor
United Kingdom,1940,Takeoff,5,Other
Finland,1940,Flight,0,Terrorism
United Kingdom,1940,Takeoff,3,Other
United Kingdom,1940,Flight,5,Other
Mexico,1940,Flight,0,Other
United Kingdom,1940,Flight,0,Technical failure
Canada,1940,Flight,0,Technical failure
United Kingdom,1940,Landing,0,Human factor
Papua New Guinea,1940,Flight,0,Other
Italy,1940,Flight,14,Human factor
United Kingdom,1940,Landing,0,Human factor
United Kingdom,1940,Flight,4,Other
Germany,1940,Flight,5,Terrorism
United Kingdom,1940,Takeoff,0,Technical failure
Germany,1940,Flight,2,Terrorism
France,1940,Flight,0,Terrorism
World,1940,Flight,4,Other
Netherlands,1940,Flight,1,Terrorism
Germany,1940,Flight,1,Terrorism
Norway,1940,,0,Other
United Kingdom,1940,Landing,0,Technical failure
United Kingdom,1940,Takeoff,0,Human factor
United Kingdom,1940,Landing,0,Other
Egypt,1940,Takeoff,0,Other
United States of America,1940,Landing,0,Weather
United Kingdom,1940,Landing,5,Other
United Kingdom,1940,Flight,2,Other
United Kingdom,1940,Flight,5,Other
United Kingdom,1940,Flight,0,Technical failure
United Kingdom,1940,Flight,0,Technical failure
World,1940,Flight,6,Terrorism
Norway,1940,Flight,9,Terrorism
World,1940,Flight,6,Terrorism
United Kingdom,1940,Flight,4,Other
Norway,1940,Landing,1,Terrorism
Norway,1940,Flight,9,Terrorism
Greece,1940,Flight,3,Other
Norway,1940,Flight,6,Terrorism
Norway,1940,Flight,6,Terrorism
Norway,1940,Flight,6,Other
World,1940,Flight,5,Other
Norway,1940,Flight,6,Terrorism
Norway,1940,Flight,6,Other
United Kingdom,1940,Flight,0,Technical failure
Norway,1940,Flight,0,Terrorism
Norway,1940,Landing,0,Weather
Norway,1940,Flight,10,Terrorism
United Kingdom,1940,Flight,0,Technical failure
Sweden,1940,Flight,3,Terrorism
United Kingdom,1940,Flight,6,Other
Norway,1940,Flight,1,Terrorism
Norway,1940,Flight,0,Terrorism
Norway,1940,Flight,0,Terrorism
Norway,1940,Flight,2,Terrorism
Norway,1940,Flight,0,Terrorism
Canada,1940,Landing,0,Other
United Kingdom,1940,Taxiing,0,Other
Norway,1940,Flight,4,Human factor
Norway,1940,Flight,17,Other
United Kingdom,1940,Flight,0,Technical failure
United Kingdom,1940,Takeoff,0,Technical failure
World,1940,Flight,1,Other
World,1940,Flight,6,Other
United Kingdom,1940,Landing,0,Other
United Kingdom,1940,Landing,0,Other
Denmark,1940,Flight,0,Terrorism
United Kingdom,1940,Landing,0,Human factor
United Kingdom,1940,Flight,5,Human factor
Norway,1940,Flight,0,Other
World,1940,Flight,5,Other
France,1940,Flight,2,Human factor
Yemen,1940,Takeoff,0,Other
Denmark,1940,Flight,4,Terrorism
United Kingdom,1940,Flight,2,Other
United Kingdom,1940,Flight,0,Technical failure
World,1940,Flight,5,Other
Norway,1940,Flight,1,Terrorism
Norway,1940,Flight,5,Terrorism
World,1940,Flight,6,Other
Norway,1940,Flight,6,Terrorism
United Kingdom,1940,Flight,1,Technical failure
United Kingdom,1940,Flight,5,Other
United Kingdom,1940,Flight,2,Human factor
Finland,1940,Takeoff,0,Human factor
United Kingdom,1940,Flight,1,Technical failure
United Kingdom,1940,Takeoff,2,Other
Democratic Republic of Congo,1940,,0,Other
United Kingdom,1940,Landing,0,Human factor
Norway,1940,Flight,0,Terrorism
Belgium,1940,Flight,3,Terrorism
France,1940,Flight,0,Terrorism
Netherlands,1940,Flight,0,Terrorism
Netherlands,1940,Flight,15,Terrorism
France,1940,Landing,4,Other
Germany,1940,Flight,4,Other
United Kingdom,1940,Landing,0,Technical failure
France,1940,Takeoff,0,Technical failure
Netherlands,1940,Flight,5,Terrorism
France,1940,Flight,2,Terrorism
United Kingdom,1940,Takeoff,0,Technical failure
Sweden,1940,Flight,0,Terrorism
Australia,1940,Flight,4,Human factor
France,1940,Flight,5,Other
Spain,1940,Takeoff,8,Other
Canada,1940,Flight,3,Other
France,1940,Flight,0,Other
South Africa,1940,Flight,0,Other
World,1940,Flight,0,Terrorism
Netherlands,1940,Flight,1,Other
Netherlands,1940,Flight,4,Terrorism
Germany,1940,Flight,0,Terrorism
France,1940,Flight,5,Other
France,1940,Flight,6,Other
France,1940,Flight,0,Other
United Kingdom,1940,Takeoff,0,Other
France,1940,Flight,0,Other
Belgium,1940,Flight,2,Other
France,1940,Flight,0,Other
Germany,1940,Flight,0,Other
France,1940,Flight,6,Other
France,1940,Flight,6,Other
United Kingdom,1940,Landing,0,Other
France,1940,Landing,0,Terrorism
France,1940,Flight,2,Terrorism
France,1940,Flight,1,Terrorism
Norway,1940,Flight,9,Terrorism
Norway,1940,Flight,4,Terrorism
Norway,1940,Flight,15,Terrorism
Norway,1940,Flight,4,Terrorism
Belgium,1940,Flight,0,Other
United States of America,1940,Landing,6,Other
United Kingdom,1940,Flight,0,Terrorism
World,1940,Flight,4,Other
Norway,1940,Flight,6,Terrorism
United Kingdom,1940,Takeoff,0,Other
Norway,1940,Flight,3,Terrorism
Norway,1940,Flight,8,Terrorism
United States of America,1940,Takeoff,4,Other
France,1940,Flight,3,Other
United Kingdom,1940,Landing,0,Human factor
France,1940,Flight,1,Terrorism
Sweden,1940,Flight,9,Terrorism
United Kingdom,1940,Landing,0,Human factor
United Kingdom,1940,Flight,0,Technical failure
Netherlands,1940,Flight,2,Terrorism
United Kingdom,1940,Landing,0,Technical failure
Norway,1940,Flight,0,Other
United Kingdom,1940,Landing,0,Human factor
United Kingdom,1940,Takeoff,4,Other
World,1940,Flight,6,Other
Estonia,1940,Takeoff,9,Terrorism
Canada,1940,Flight,0,Other
France,1940,Flight,6,Other
New Zealand,1940,Flight,2,Human factor
United Kingdom,1940,Flight,1,Human factor
Australia,1940,Flight,2,Other
Canada,1940,Landing,0,Other
United Kingdom,1940,Landing,5,Other
France,1940,Flight,4,Terrorism
France,1940,Flight,1,Terrorism
France,1940,Flight,0,Other
United Kingdom,1940,Flight,4,Human factor
New Zealand,1940,Takeoff,1,Other
Libya,1940,Flight,4,Other
United Kingdom,1940,Flight,0,Technical failure
United Kingdom,1940,Landing,4,Human factor
World,1940,Flight,0,Terrorism
United Kingdom,1940,Landing,0,Human factor
United Kingdom,1940,Landing,0,Human factor
United Kingdom,1940,Flight,4,Terrorism
United Kingdom,1940,Flight,1,Terrorism
United Kingdom,1940,Flight,0,Terrorism
Libya,1940,Flight,9,Terrorism
United Kingdom,1940,Landing,0,Weather
United Kingdom,1940,Flight,4,Terrorism
United Kingdom,1940,Flight,0,Terrorism
Netherlands,1940,Flight,1,Terrorism
Vietnam,1940,Flight,4,Terrorism
United Kingdom,1940,Landing,0,Technical failure
United Kingdom,1940,Flight,1,Other
United Kingdom,1940,Takeoff,0,Technical failure
United Kingdom,1940,Flight,4,Human factor
United Kingdom,1940,Landing,0,Other
United Kingdom,1940,Landing,0,Human factor
France,1940,Flight,4,Terrorism
Netherlands,1940,Flight,3,Terrorism
World,1940,Flight,6,Other
United Kingdom,1940,Flight,3,Human factor
Egypt,1940,Landing,1,Other
Germany,1940,Flight,3,Other
Egypt,1940,Flight,3,Other
United Kingdom,1940,Flight,0,Technical failure
United Kingdom,1940,Flight,2,Human factor
Greece,1940,Flight,2,Other
Egypt,1940,Landing,0,Technical failure
United Kingdom,1940,Flight,0,Other
United Kingdom,1940,Flight,4,Terrorism
Germany,1940,Flight,6,Terrorism
New Zealand,1940,Flight,4,Human factor
United Kingdom,1940,Takeoff,0,Human factor
Australia,1940,Takeoff,0,Other
Romania,1940,Landing,0,Other
United Kingdom,1940,Flight,4,Terrorism
United Kingdom,1940,Flight,0,Other
Netherlands,1940,Flight,6,Terrorism
Netherlands,1940,Flight,0,Terrorism
Sweden,1940,Flight,4,Terrorism
United Kingdom,1940,Flight,0,Other
Egypt,1940,Landing,0,Other
Panama,1940,Flight,0,Other
United Kingdom,1940,Landing,0,Other
United Kingdom,1940,Takeoff,2,Other
United Kingdom,1940,Flight,0,Technical failure
United Kingdom,1940,Flight,3,Human factor
United Kingdom,1940,Flight,0,Terrorism
United Kingdom,1940,Landing,3,Other
New Zealand,1940,Takeoff,1,Other
Czech Republic,1940,Flight,4,Other
United Kingdom,1940,Flight,0,Technical failure
Netherlands,1940,Flight,2,Terrorism
Germany,1940,Flight,2,Human factor
United Kingdom,1940,Flight,0,Terrorism
United Kingdom,1940,Flight,4,Terrorism
Portugal,1940,Flight,4,Terrorism
Iceland,1940,Landing,0,Other
Australia,1940,Flight,6,Other
Australia,1940,Landing,10,Other
United Kingdom,1940,Flight,0,Terrorism
United Kingdom,1940,Flight,6,Technical failure
United Kingdom,1940,Flight,4,Terrorism
United Kingdom,1940,Takeoff,1,Technical failure
United Kingdom,1940,Flight,0,Terrorism
United Kingdom,1940,Flight,0,Terrorism
United Kingdom,1940,Flight,0,Terrorism
United Kingdom,1940,Flight,5,Terrorism
United Kingdom,1940,Flight,5,Terrorism
United Kingdom,1940,Flight,1,Terrorism
United Kingdom,1940,Flight,4,Terrorism
United Kingdom,1940,Takeoff,1,Other
United Kingdom,1940,Landing,0,Human factor
United Kingdom,1940,Flight,5,Terrorism
United Kingdom,1940,Landing,0,Other
Croatia,1940,Flight,11,Other
United Kingdom,1940,Flight,1,Human factor
Romania,1940,Flight,15,Human factor
United Kingdom,1940,Flight,4,Terrorism
United Kingdom,1940,Flight,4,Human factor
United Kingdom,1940,Landing,0,Other
United Kingdom,1940,Flight,4,Terrorism
Netherlands,1940,Flight,6,Other
United States of America,1940,Flight,25,Weather
United Kingdom,1940,Flight,1,Technical failure
World,1940,Landing,4,Other
Netherlands,1940,Flight,5,Human factor
United Kingdom,1940,Landing,0,Human factor
United Kingdom,1940,Landing,0,Technical failure
United Kingdom,1940,Flight,5,Terrorism
United Kingdom,1940,Flight,4,Terrorism
Paraguay,1940,Landing,3,Human factor
Australia,1940,Takeoff,0,Technical failure
United Kingdom,1940,Landing,0,Human factor
World,1940,Flight,6,Other
United Kingdom,1940,Flight,5,Other
United Kingdom,1940,Landing,3,Other
World,1940,Flight,5,Other
United Kingdom,1940,Takeoff,0,Technical failure
Egypt,1940,Takeoff,0,Other
United Kingdom,1940,Flight,0,Technical failure
United Kingdom,1940,Takeoff,1,Other
United Kingdom,1940,Landing,0,Other
United Kingdom,1940,Landing,0,Weather
United Kingdom,1940,Takeoff,3,Technical failure
United Kingdom,1940,Landing,0,Human factor
United Kingdom,1940,Flight,0,Human factor
United Kingdom,1940,Takeoff,0,Other
World,1940,Flight,3,Other
New Zealand,1940,Flight,3,Other
Canada,1940,Takeoff,0,Other
Spain,1940,Takeoff,0,Technical failure
United Kingdom,1940,Flight,4,Other
United Kingdom,1940,Landing,0,Technical failure
United Kingdom,1940,Landing,0,Terrorism
United Kingdom,1940,Takeoff,0,Other
United Kingdom,1940,Landing,5,Human factor
United Kingdom,1940,Flight,0,Other
Iraq,1940,Landing,0,Technical failure
United Kingdom,1940,Takeoff,4,Other
Benin,1940,Flight,3,Weather
United Kingdom,1940,Flight,0,Technical failure
United Kingdom,1940,Flight,0,Technical failure
United Kingdom,1940,Landing,0,Technical failure
United Kingdom,1940,Flight,2,Technical failure
United Kingdom,1940,Landing,1,Human factor
Netherlands,1940,Flight,4,Terrorism
United Kingdom,1940,Flight,5,Human factor
United Kingdom,1940,Flight,1,Human factor
United Kingdom,1940,Flight,5,Other
United Kingdom,1940,Landing,2,Technical failure
United Kingdom,1940,Flight,0,Other
United Kingdom,1940,Landing,0,Technical failure
Germany,1940,Flight,1,Terrorism
United Kingdom,1940,Flight,2,Human factor
United Kingdom,1940,Flight,0,Technical failure
Libya,1940,Flight,5,Other
United Kingdom,1940,Landing,0,Other
United Kingdom,1940,Flight,4,Human factor
United Kingdom,1940,Flight,0,Technical failure
Croatia,1940,Landing,7,Other
United Kingdom,1940,Flight,2,Human factor
Canada,1940,Landing,0,Other
United Kingdom,1940,Takeoff,3,Terrorism
Belgium,1940,Flight,6,Other
World,1940,Flight,6,Other
China,1940,Flight,2,Terrorism
United Kingdom,1940,Flight,0,Technical failure
China,1940,Taxiing,9,Terrorism
Germany,1940,Landing,2,Weather
Canada,1940,Flight,0,Technical failure
United Kingdom,1940,Landing,1,Weather
Germany,1940,Flight,6,Other
United Kingdom,1940,Flight,0,Other
United Kingdom,1940,Takeoff,0,Other
United Kingdom,1940,Flight,3,Other
Bolivia,1940,Landing,17,Human factor
United Kingdom,1940,Landing,0,Technical failure
United States of America,1940,Flight,10,Other
Greece,1940,Flight,2,Terrorism
United Kingdom,1940,Flight,1,Human factor
United Kingdom,1940,Flight,0,Weather
United Kingdom,1940,Flight,4,Terrorism
Germany,1940,Flight,29,Weather
Brazil,1940,Takeoff,18,Human factor
Brazil,1940,Landing,1,Human factor
Kenya,1940,Takeoff,5,Human factor
United Kingdom,1940,Landing,0,Human factor
World,1940,Flight,5,Other
United Kingdom,1940,Flight,1,Human factor
New Zealand,1940,Flight,1,Human factor
United Kingdom,1940,Flight,0,Technical failure
Netherlands,1940,Flight,0,Terrorism
Netherlands,1940,Flight,6,Terrorism
France,1940,Takeoff,4,Other
United Kingdom,1940,Landing,0,Weather
Italy,1940,Landing,0,Other
United Kingdom,1940,Landing,0,Human factor
United Kingdom,1940,Landing,2,Technical failure
World,1940,Flight,6,Terrorism
United Kingdom,1940,Landing,0,Other
United Kingdom,1940,Landing,0,Technical failure
United Kingdom,1940,Takeoff,1,Other
United Kingdom,1940,Landing,0,Human factor
Canada,1940,Flight,0,Technical failure
Belgium,1940,Landing,6,Other
United Kingdom,1940,Takeoff,5,Technical failure
United Kingdom,1940,Landing,0,Human factor
United Kingdom,1940,Landing,0,Human factor
United States of America,1940,Landing,10,Human factor
United Kingdom,1940,Flight,4,Other
Costa Rica,1940,,0,Other
Costa Rica,1940,Flight,0,Technical failure
United Kingdom,1940,Landing,0,Other
United Kingdom,1940,Landing,0,Other
United States of America,1940,,0,Other
New Zealand,1940,Takeoff,2,Other
United Kingdom,1940,Flight,0,Technical failure
Italy,1940,Taxiing,0,Human factor
United Kingdom,1940,Landing,1,Technical failure
United Kingdom,1940,Flight,5,Technical failure
United Kingdom,1940,Flight,0,Technical failure
United Kingdom,1940,Landing,3,Technical failure
Western Sahara,1940,Landing,0,Other
Egypt,1940,Flight,0,Technical failure
United Kingdom,1940,Takeoff,1,Other
United Kingdom,1940,Flight,0,Technical failure
United Kingdom,1940,Flight,6,Other
United Kingdom,1940,Landing,1,Technical failure
Italy,1940,Flight,7,Terrorism
Argentina,1940,,0,Other
Australia,1940,Flight,0,Other
Tunisia,1940,Takeoff,0,Other
Brazil,1940,Takeoff,0,Other
United Kingdom,1940,Flight,3,Other
United Kingdom,1940,Landing,0,Technical failure
New Zealand,1940,Flight,2,Human factor
Vietnam,1940,,0,Other
Sudan,1941,Landing,0,Other
Canada,1941,Landing,0,Other
United Kingdom,1941,Landing,2,Other
United Kingdom,1941,Flight,1,Weather
Canada,1941,Flight,1,Other
United Kingdom,1941,Landing,0,Other
United Kingdom,1941,Takeoff,2,Other
Tanzania,1941,Flight,15,Other
World,1941,Flight,16,Other
United Kingdom,1941,Flight,0,Other
France,1941,Flight,0,Technical failure
World,1941,Flight,10,Technical failure
United States of America,1941,Flight,7,Human factor
Italy,1941,Landing,0,Technical failure
Romania,1941,Takeoff,12,Other
Sudan,1941,,0,Other
Lebanon,1941,Landing,0,Other
China,1941,Flight,5,Weather
United States of America,1941,Landing,2,Human factor
United Kingdom,1941,Flight,1,Technical failure
Australia,1941,Flight,5,Technical failure
New Zealand,1941,Takeoff,1,Other
United States of America,1941,,0,Other
United Kingdom,1941,Takeoff,0,Other
Canada,1941,Takeoff,0,Other
Papua New Guinea,1941,Flight,1,Other
Canada,1941,Landing,12,Human factor
United States of America,1941,Landing,1,Other
Netherlands,1941,Flight,1,Terrorism
China,1941,Flight,3,Weather
United Kingdom,1941,Flight,0,Technical failure
United Kingdom,1941,Landing,0,Other
United Kingdom,1941,Takeoff,0,Other
United Kingdom,1941,Flight,1,Other
Canada,1941,Landing,3,Technical failure
Malaysia,1941,Flight,6,Other
World,1941,Flight,14,Other
France,1941,Flight,6,Other
United Kingdom,1941,Flight,4,Other
United Kingdom,1941,Takeoff,4,Weather
United States of America,1941,Landing,8,Human factor
United Kingdom,1941,Landing,0,Technical failure
United Kingdom,1941,Landing,7,Other
Spain,1941,Landing,0,Other
India,1941,Takeoff,0,Other
United Kingdom,1941,Takeoff,5,Terrorism
United Kingdom,1941,Takeoff,3,Technical failure
Netherlands,1941,Flight,6,Terrorism
Uzbekistan,1941,Flight,6,Weather
Mexico,1941,,0,Other
United Kingdom,1941,Flight,4,Weather
Libya,1941,Landing,0,Other
United Kingdom,1941,Takeoff,3,Human factor
United Kingdom,1941,Flight,5,Human factor
United Kingdom,1941,Flight,4,Technical failure
United Kingdom,1941,Flight,0,Other
United Kingdom,1941,Flight,0,Other
United Kingdom,1941,Flight,0,Other
United Kingdom,1941,Landing,0,Other
Puerto Rico,1941,Takeoff,0,Technical failure
United Kingdom,1941,Flight,0,Technical failure
South Africa,1941,Flight,10,Other
Netherlands,1941,Flight,1,Other
United Kingdom,1941,Flight,0,Other
United Kingdom,1941,Landing,0,Technical failure
United Kingdom,1941,Flight,0,Other
United States of America,1941,Flight,0,Weather
Nicaragua,1941,Flight,2,Other
Serbia,1941,Flight,0,Other
United Kingdom,1941,Landing,0,Other
Greece,1941,Flight,0,Terrorism
Canada,1941,Flight,2,Technical failure
Egypt,1941,Flight,0,Technical failure
Germany,1941,Flight,0,Terrorism
United Kingdom,1941,Landing,0,Technical failure
Hungary,1941,Takeoff,30,Other
United Kingdom,1941,Flight,6,Weather
Nigeria,1941,Takeoff,0,Technical failure
United States of America,1941,Takeoff,0,Technical failure
United Kingdom,1941,Landing,0,Other
United Kingdom,1941,Flight,4,Technical failure
Iraq,1941,Takeoff,0,Other
Sudan,1941,Landing,0,Other
